"draw_date";"company_code";"number";"category";"position"
"2018-07-04";"ST";"3484";"SP";6
"2018-07-04";"ST";"3734";"SP";7
"2018-07-04";"ST";"8045";"SP";8
"2018-07-04";"ST";"6304";"SP";9
"2018-07-04";"ST";"8483";"SP";10
"2018-07-04";"ST";"6642";"SP";11
"2018-07-04";"ST";"3322";"SP";12
"2018-07-04";"ST";"6103";"SP";13
"2018-07-04";"ST";"2829";"CONS";1
"2018-07-04";"ST";"6204";"CONS";2
"2018-07-04";"ST";"3591";"CONS";3
"2018-07-04";"ST";"8545";"CONS";4
"2018-07-04";"ST";"2026";"CONS";5
"2018-07-04";"ST";"0682";"CONS";6
"2018-07-04";"ST";"6342";"CONS";7
"2018-07-04";"ST";"7163";"CONS";8
"2018-07-04";"ST";"6793";"CONS";9
"2018-07-04";"ST";"8108";"CONS";10
"2018-07-07";"DMC";"8906";"FST";1
"2018-07-07";"DMC";"7043";"SCD";2
"2018-07-07";"DMC";"5360";"TRD";3
"2018-07-07";"DMC";"4905";"SP";1
"2018-07-07";"DMC";"1746";"SP";2
"2018-07-07";"DMC";"4583";"SP";3
"2018-07-07";"DMC";"9340";"SP";4
"2018-07-07";"DMC";"5100";"SP";5
"2018-07-07";"DMC";"4527";"SP";6
"2018-07-07";"DMC";"4822";"SP";7
"2018-07-07";"DMC";"7581";"SP";8
"2018-07-07";"DMC";"6963";"SP";9
"2018-07-07";"DMC";"6192";"SP";10
"2018-07-07";"DMC";"0541";"CONS";1
"2018-07-07";"DMC";"4088";"CONS";2
"2018-07-07";"DMC";"2395";"CONS";3
"2018-07-07";"DMC";"0387";"CONS";4
"2018-07-07";"DMC";"0172";"CONS";5
"2018-07-07";"DMC";"3692";"CONS";6
"2018-07-07";"DMC";"8712";"CONS";7
"2018-07-07";"DMC";"1032";"CONS";8
"2018-07-07";"DMC";"7600";"CONS";9
"2018-07-07";"DMC";"0504";"CONS";10
"2018-07-07";"MAG";"8274";"FST";1
"2018-07-07";"MAG";"3734";"SCD";2
"2018-07-07";"MAG";"7993";"TRD";3
"2018-07-07";"MAG";"1424";"SP";1
"2018-07-07";"MAG";"----";"SP";2
"2018-07-07";"MAG";"----";"SP";3
"2018-07-07";"MAG";"8542";"SP";4
"2018-07-07";"MAG";"7116";"SP";5
"2018-07-07";"MAG";"0651";"SP";6
"2018-07-07";"MAG";"8512";"SP";7
"2018-07-07";"MAG";"7827";"SP";8
"2018-07-07";"MAG";"----";"SP";9
"2018-07-07";"MAG";"7752";"SP";10
"2018-07-07";"MAG";"8535";"SP";11
"2018-07-07";"MAG";"1533";"SP";12
"2018-07-07";"MAG";"5373";"SP";13
"2018-07-07";"MAG";"7053";"CONS";1
"2018-07-07";"MAG";"4422";"CONS";2
"2018-07-07";"MAG";"5633";"CONS";3
"2018-07-07";"MAG";"2283";"CONS";4
"2018-07-07";"MAG";"3400";"CONS";5
"2018-07-07";"MAG";"7966";"CONS";6
"2018-07-07";"MAG";"1341";"CONS";7
"2018-07-07";"MAG";"9918";"CONS";8
"2018-07-07";"MAG";"1938";"CONS";9
"2018-07-07";"MAG";"6728";"CONS";10
"2018-07-07";"ST";"5157";"FST";1
"2018-07-07";"ST";"4319";"SCD";2
"2018-07-07";"ST";"0175";"TRD";3
"2018-07-07";"ST";"7471";"SP";1
"2018-07-07";"ST";"8746";"SP";2
"2018-07-07";"ST";"5871";"SP";3
"2018-07-07";"ST";"5208";"SP";4
"2018-07-07";"ST";"0464";"SP";5
"2018-07-07";"ST";"4269";"SP";6
"2018-07-07";"ST";"----";"SP";7
"2018-07-07";"ST";"0091";"SP";8
"2018-07-07";"ST";"----";"SP";9
"2018-07-07";"ST";"7350";"SP";10
"2018-07-07";"ST";"----";"SP";11
"2018-07-07";"ST";"8213";"SP";12
"2018-07-07";"ST";"9571";"SP";13
"2018-07-07";"ST";"6529";"CONS";1
"2018-07-07";"ST";"5072";"CONS";2
"2018-07-07";"ST";"4697";"CONS";3
"2018-07-07";"ST";"8961";"CONS";4
"2018-07-07";"ST";"4429";"CONS";5
"2018-07-07";"ST";"9428";"CONS";6
"2018-07-07";"ST";"4592";"CONS";7
"2018-07-07";"ST";"0782";"CONS";8
"2018-07-07";"ST";"4687";"CONS";9
"2018-07-07";"ST";"6650";"CONS";10
"2018-07-08";"DMC";"4996";"FST";1
"2018-07-08";"DMC";"0527";"SCD";2
"2018-07-08";"DMC";"8603";"TRD";3
"2018-07-08";"DMC";"8169";"SP";1
"2018-07-08";"DMC";"4000";"SP";2
"2018-07-08";"DMC";"9459";"SP";3
"2018-07-08";"DMC";"7276";"SP";4
"2018-07-08";"DMC";"9955";"SP";5
"2018-07-08";"DMC";"1114";"SP";6
"2018-07-08";"DMC";"2635";"SP";7
"2018-07-08";"DMC";"3106";"SP";8
"2018-07-08";"DMC";"0586";"SP";9
"2018-07-08";"DMC";"9306";"SP";10
"2018-07-08";"DMC";"2294";"CONS";1
"2018-07-08";"DMC";"2496";"CONS";2
"2018-07-08";"DMC";"0065";"CONS";3
"2018-07-08";"DMC";"2117";"CONS";4
"2018-07-08";"DMC";"9161";"CONS";5
"2018-07-08";"DMC";"8880";"CONS";6
"2018-07-08";"DMC";"1043";"CONS";7
"2018-07-08";"DMC";"7922";"CONS";8
"2018-07-08";"DMC";"4504";"CONS";9
"2018-07-08";"DMC";"8895";"CONS";10
"2018-07-08";"MAG";"6684";"FST";1
"2018-07-08";"MAG";"6297";"SCD";2
"2018-07-08";"MAG";"5893";"TRD";3
"2018-07-08";"MAG";"5940";"SP";1
"2018-07-08";"MAG";"6263";"SP";2
"2018-07-08";"MAG";"----";"SP";3
"2018-07-08";"MAG";"6404";"SP";4
"2018-07-08";"MAG";"----";"SP";5
"2018-07-08";"MAG";"6598";"SP";6
"2018-07-08";"MAG";"9577";"SP";7
"2018-07-08";"MAG";"3377";"SP";8
"2018-07-08";"MAG";"9484";"SP";9
"2018-07-08";"MAG";"----";"SP";10
"2018-07-08";"MAG";"2811";"SP";11
"2018-07-08";"MAG";"0547";"SP";12
"2018-07-08";"MAG";"5603";"SP";13
"2018-07-08";"MAG";"0536";"CONS";1
"2018-07-08";"MAG";"9872";"CONS";2
"2018-07-08";"MAG";"9670";"CONS";3
"2018-07-08";"MAG";"8780";"CONS";4
"2018-07-08";"MAG";"8249";"CONS";5
"2018-07-08";"MAG";"9403";"CONS";6
"2018-07-08";"MAG";"8153";"CONS";7
"2018-07-08";"MAG";"3557";"CONS";8
"2018-07-08";"MAG";"1491";"CONS";9
"2018-07-08";"MAG";"8591";"CONS";10
"2018-07-08";"ST";"6451";"FST";1
"2018-07-08";"ST";"5139";"SCD";2
"2018-07-08";"ST";"9615";"TRD";3
"2018-07-08";"ST";"9627";"SP";1
"2018-07-08";"ST";"5711";"SP";2
"2018-07-08";"ST";"3157";"SP";3
"2018-07-08";"ST";"6765";"SP";4
"2018-07-08";"ST";"4925";"SP";5
"2018-07-08";"ST";"7705";"SP";6
"2018-07-08";"ST";"----";"SP";7
"2018-07-08";"ST";"3110";"SP";8
"2018-07-08";"ST";"----";"SP";9
"2018-07-08";"ST";"9438";"SP";10
"2018-07-08";"ST";"8790";"SP";11
"2018-07-08";"ST";"7684";"SP";12
"2018-07-08";"ST";"----";"SP";13
"2018-07-08";"ST";"5339";"CONS";1
"2018-07-08";"ST";"6479";"CONS";2
"2018-07-08";"ST";"4551";"CONS";3
"2018-07-08";"ST";"0889";"CONS";4
"2018-07-08";"ST";"9034";"CONS";5
"2018-07-08";"ST";"1123";"CONS";6
"2018-07-08";"ST";"4503";"CONS";7
"2018-07-08";"ST";"5802";"CONS";8
"2018-07-08";"ST";"3418";"CONS";9
"2018-07-08";"ST";"2253";"CONS";10
"2018-07-11";"DMC";"7807";"FST";1
"2018-07-11";"DMC";"7529";"SCD";2
"2018-07-11";"DMC";"3130";"TRD";3
"2018-07-11";"DMC";"7839";"SP";1
"2018-07-11";"DMC";"4859";"SP";2
"2018-07-11";"DMC";"5534";"SP";3
"2018-07-11";"DMC";"4754";"SP";4
"2018-07-11";"DMC";"0823";"SP";5
"2018-07-11";"DMC";"8747";"SP";6
"2018-07-11";"DMC";"3936";"SP";7
"2018-07-11";"DMC";"5377";"SP";8
"2018-07-11";"DMC";"2735";"SP";9
"2018-07-11";"DMC";"0933";"SP";10
"2018-07-11";"DMC";"8809";"CONS";1
"2018-07-11";"DMC";"3218";"CONS";2
"2018-07-11";"DMC";"4100";"CONS";3
"2018-07-11";"DMC";"3908";"CONS";4
"2018-07-11";"DMC";"0652";"CONS";5
"2018-07-11";"DMC";"9864";"CONS";6
"2018-07-11";"DMC";"8895";"CONS";7
"2018-07-11";"DMC";"9058";"CONS";8
"2018-07-11";"DMC";"2521";"CONS";9
"2018-07-11";"DMC";"5115";"CONS";10
"2018-07-11";"MAG";"8130";"FST";1
"2018-07-11";"MAG";"5504";"SCD";2
"2018-07-11";"MAG";"7321";"TRD";3
"2018-07-11";"MAG";"5945";"SP";1
"2018-07-11";"MAG";"1117";"SP";2
"2018-07-11";"MAG";"2208";"SP";3
"2018-07-11";"MAG";"----";"SP";4
"2018-07-11";"MAG";"----";"SP";5
"2018-07-11";"MAG";"6010";"SP";6
"2018-07-11";"MAG";"1545";"SP";7
"2018-07-11";"MAG";"7910";"SP";8
"2018-07-11";"MAG";"2366";"SP";9
"2018-07-11";"MAG";"7612";"SP";10
"2018-07-11";"MAG";"----";"SP";11
"2018-07-11";"MAG";"2478";"SP";12
"2018-07-11";"MAG";"6690";"SP";13
"2018-07-11";"MAG";"6716";"CONS";1
"2018-07-11";"MAG";"4864";"CONS";2
"2018-07-11";"MAG";"9766";"CONS";3
"2018-07-11";"MAG";"7263";"CONS";4
"2018-07-11";"MAG";"6488";"CONS";5
"2018-07-11";"MAG";"5260";"CONS";6
"2018-07-11";"MAG";"8212";"CONS";7
"2018-07-11";"MAG";"2104";"CONS";8
"2018-07-11";"MAG";"6145";"CONS";9
"2018-07-11";"MAG";"9572";"CONS";10
"2018-07-11";"ST";"8773";"FST";1
"2018-07-11";"ST";"0670";"SCD";2
"2018-07-11";"ST";"8319";"TRD";3
"2018-07-11";"ST";"----";"SP";1
"2018-07-11";"ST";"3679";"SP";2
"2018-07-11";"ST";"4116";"SP";3
"2018-07-11";"ST";"6516";"SP";4
"2018-07-11";"ST";"3550";"SP";5
"2018-07-11";"ST";"6383";"SP";6
"2018-07-11";"ST";"----";"SP";7
"2018-07-11";"ST";"2291";"SP";8
"2018-07-11";"ST";"6893";"SP";9
"2018-07-11";"ST";"1467";"SP";10
"2018-07-11";"ST";"7452";"SP";11
"2018-07-11";"ST";"----";"SP";12
"2018-07-11";"ST";"3807";"SP";13
"2018-07-11";"ST";"1902";"CONS";1
"2018-07-11";"ST";"7636";"CONS";2
"2018-07-11";"ST";"4553";"CONS";3
"2018-07-11";"ST";"7965";"CONS";4
"2018-07-11";"ST";"3445";"CONS";5
"2018-07-11";"ST";"2173";"CONS";6
"2018-07-11";"ST";"6623";"CONS";7
"2018-07-11";"ST";"8034";"CONS";8
"2018-07-11";"ST";"9117";"CONS";9
"2018-07-11";"ST";"4721";"CONS";10
"2018-07-14";"DMC";"2864";"FST";1
"2018-07-14";"DMC";"8020";"SCD";2
"2018-07-14";"DMC";"3194";"TRD";3
"2018-07-14";"DMC";"7419";"SP";1
"2018-07-14";"DMC";"3146";"SP";2
"2018-07-14";"DMC";"6658";"SP";3
"2018-07-14";"DMC";"8103";"SP";4
"2018-07-14";"DMC";"8145";"SP";5
"2018-07-14";"DMC";"4088";"SP";6
"2018-07-14";"DMC";"4270";"SP";7
"2018-07-14";"DMC";"1076";"SP";8
"2018-07-14";"DMC";"3367";"SP";9
"2018-07-14";"DMC";"7690";"SP";10
"2018-07-14";"DMC";"4318";"CONS";1
"2018-07-14";"DMC";"9619";"CONS";2
"2018-07-14";"DMC";"6899";"CONS";3
"2018-07-14";"DMC";"6861";"CONS";4
"2018-07-14";"DMC";"8016";"CONS";5
"2018-07-14";"DMC";"4260";"CONS";6
"2018-07-14";"DMC";"9390";"CONS";7
"2018-07-14";"DMC";"9093";"CONS";8
"2018-07-14";"DMC";"7320";"CONS";9
"2018-07-14";"DMC";"4060";"CONS";10
"2018-07-14";"MAG";"3139";"FST";1
"2018-07-14";"MAG";"1779";"SCD";2
"2018-07-14";"MAG";"1622";"TRD";3
"2018-07-14";"MAG";"9783";"SP";1
"2018-07-14";"MAG";"----";"SP";2
"2018-07-14";"MAG";"2251";"SP";3
"2018-07-14";"MAG";"6813";"SP";4
"2018-07-14";"MAG";"4131";"SP";5
"2018-07-14";"MAG";"----";"SP";6
"2018-07-14";"MAG";"5587";"SP";7
"2018-07-14";"MAG";"4368";"SP";8
"2018-07-14";"MAG";"3140";"SP";9
"2018-07-14";"MAG";"----";"SP";10
"2018-07-14";"MAG";"1477";"SP";11
"2018-07-14";"MAG";"8261";"SP";12
"2018-07-14";"MAG";"6626";"SP";13
"2018-07-14";"MAG";"9308";"CONS";1
"2018-07-14";"MAG";"5766";"CONS";2
"2018-07-14";"MAG";"6827";"CONS";3
"2018-07-14";"MAG";"0444";"CONS";4
"2018-07-14";"MAG";"5039";"CONS";5
"2018-07-14";"MAG";"7581";"CONS";6
"2018-07-14";"MAG";"8150";"CONS";7
"2018-07-14";"MAG";"7285";"CONS";8
"2018-07-14";"MAG";"6766";"CONS";9
"2018-07-14";"MAG";"3245";"CONS";10
"2018-07-14";"ST";"9473";"FST";1
"2018-07-14";"ST";"5860";"SCD";2
"2018-07-14";"ST";"6140";"TRD";3
"2018-07-14";"ST";"9155";"SP";1
"2018-07-14";"ST";"4314";"SP";2
"2018-07-14";"ST";"3075";"SP";3
"2018-07-14";"ST";"----";"SP";4
"2018-07-14";"ST";"7860";"SP";5
"2018-07-14";"ST";"----";"SP";6
"2018-07-14";"ST";"----";"SP";7
"2018-07-14";"ST";"0836";"SP";8
"2018-07-14";"ST";"2601";"SP";9
"2018-07-14";"ST";"5378";"SP";10
"2018-07-14";"ST";"6569";"SP";11
"2018-07-14";"ST";"8046";"SP";12
"2018-07-14";"ST";"4077";"SP";13
"2018-07-14";"ST";"8282";"CONS";1
"2018-07-14";"ST";"6172";"CONS";2
"2018-07-14";"ST";"1389";"CONS";3
"2018-07-14";"ST";"9398";"CONS";4
"2018-07-14";"ST";"8059";"CONS";5
"2018-07-14";"ST";"6915";"CONS";6
"2018-07-14";"ST";"9494";"CONS";7
"2018-07-14";"ST";"2134";"CONS";8
"2018-07-14";"ST";"3925";"CONS";9
"2018-07-14";"ST";"3474";"CONS";10
"2018-07-15";"DMC";"3861";"FST";1
"2018-07-15";"DMC";"7266";"SCD";2
"2018-07-15";"DMC";"9396";"TRD";3
"2018-07-15";"DMC";"8682";"SP";1
"2018-07-15";"DMC";"5329";"SP";2
"2018-07-15";"DMC";"6704";"SP";3
"2018-07-15";"DMC";"7267";"SP";4
"2018-07-15";"DMC";"1912";"SP";5
"2018-07-15";"DMC";"4697";"SP";6
"2018-07-15";"DMC";"7452";"SP";7
"2018-07-15";"DMC";"9162";"SP";8
"2018-07-15";"DMC";"5326";"SP";9
"2018-07-15";"DMC";"9047";"SP";10
"2018-07-15";"DMC";"1951";"CONS";1
"2018-07-15";"DMC";"6919";"CONS";2
"2018-07-15";"DMC";"6554";"CONS";3
"2018-07-15";"DMC";"4930";"CONS";4
"2018-07-15";"DMC";"5728";"CONS";5
"2018-07-15";"DMC";"0422";"CONS";6
"2018-07-15";"DMC";"0721";"CONS";7
"2018-07-15";"DMC";"8009";"CONS";8
"2018-07-15";"DMC";"5747";"CONS";9
"2018-07-15";"DMC";"3050";"CONS";10
"2018-07-15";"MAG";"7079";"FST";1
"2018-07-15";"MAG";"5687";"SCD";2
"2018-07-15";"MAG";"1348";"TRD";3
"2018-07-15";"MAG";"----";"SP";1
"2018-07-15";"MAG";"0941";"SP";2
"2018-07-15";"MAG";"0193";"SP";3
"2018-07-15";"MAG";"----";"SP";4
"2018-07-15";"MAG";"5701";"SP";5
"2018-07-15";"MAG";"----";"SP";6
"2018-07-15";"MAG";"7446";"SP";7
"2018-07-15";"MAG";"1927";"SP";8
"2018-07-15";"MAG";"9502";"SP";9
"2018-07-15";"MAG";"3035";"SP";10
"2018-07-15";"MAG";"0808";"SP";11
"2018-07-15";"MAG";"0108";"SP";12
"2018-07-15";"MAG";"6826";"SP";13
"2018-07-15";"MAG";"4592";"CONS";1
"2018-07-15";"MAG";"9251";"CONS";2
"2018-07-15";"MAG";"6237";"CONS";3
"2018-07-15";"MAG";"7806";"CONS";4
"2018-07-15";"MAG";"6596";"CONS";5
"2018-07-15";"MAG";"9649";"CONS";6
"2018-07-15";"MAG";"5157";"CONS";7
"2018-07-15";"MAG";"2822";"CONS";8
"2018-07-15";"MAG";"0990";"CONS";9
"2018-07-15";"MAG";"5668";"CONS";10
"2018-07-15";"ST";"3504";"FST";1
"2018-07-15";"ST";"6727";"SCD";2
"2018-07-15";"ST";"0408";"TRD";3
"2018-07-15";"ST";"2898";"SP";1
"2018-07-15";"ST";"4579";"SP";2
"2018-07-15";"ST";"7009";"SP";3
"2018-07-15";"ST";"----";"SP";4
"2018-07-15";"ST";"----";"SP";5
"2018-07-15";"ST";"3124";"SP";6
"2018-07-15";"ST";"4022";"SP";7
"2018-07-15";"ST";"0795";"SP";8
"2018-07-15";"ST";"2486";"SP";9
"2018-07-15";"ST";"5917";"SP";10
"2018-07-15";"ST";"3088";"SP";11
"2018-07-15";"ST";"----";"SP";12
"2018-07-15";"ST";"7792";"SP";13
"2018-07-15";"ST";"3919";"CONS";1
"2018-07-15";"ST";"4221";"CONS";2
"2018-07-15";"ST";"1234";"CONS";3
"2018-07-15";"ST";"8226";"CONS";4
"2018-07-15";"ST";"2663";"CONS";5
"2018-07-15";"ST";"9782";"CONS";6
"2018-07-15";"ST";"5322";"CONS";7
"2018-07-15";"ST";"5872";"CONS";8
"2018-07-15";"ST";"1544";"CONS";9
"2018-07-15";"ST";"6445";"CONS";10
"2018-07-18";"DMC";"5199";"FST";1
"2018-07-18";"DMC";"9616";"SCD";2
"2018-07-18";"DMC";"3644";"TRD";3
"2018-07-18";"DMC";"3290";"SP";1
"2018-07-18";"DMC";"3021";"SP";2
"2018-07-18";"DMC";"1104";"SP";3
"2018-07-18";"DMC";"8197";"SP";4
"2018-07-18";"DMC";"5612";"SP";5
"2018-07-18";"DMC";"8513";"SP";6
"2018-07-18";"DMC";"6009";"SP";7
"2018-07-18";"DMC";"0514";"SP";8
"2018-07-18";"DMC";"5795";"SP";9
"2018-07-18";"DMC";"6054";"SP";10
"2018-07-18";"DMC";"5951";"CONS";1
"2018-07-18";"DMC";"2114";"CONS";2
"2018-07-18";"DMC";"2370";"CONS";3
"2018-07-18";"DMC";"1833";"CONS";4
"2018-07-18";"DMC";"8765";"CONS";5
"2018-07-18";"DMC";"0473";"CONS";6
"2018-07-18";"DMC";"3588";"CONS";7
"2018-07-18";"DMC";"0490";"CONS";8
"2018-07-18";"DMC";"5404";"CONS";9
"2018-07-18";"DMC";"8537";"CONS";10
"2018-07-18";"MAG";"3346";"FST";1
"2018-07-18";"MAG";"2837";"SCD";2
"2018-07-18";"MAG";"4697";"TRD";3
"2018-07-18";"MAG";"----";"SP";1
"2018-07-18";"MAG";"1604";"SP";2
"2018-07-18";"MAG";"2352";"SP";3
"2018-07-18";"MAG";"4788";"SP";4
"2018-07-18";"MAG";"8229";"SP";5
"2018-07-18";"MAG";"0696";"SP";6
"2018-07-18";"MAG";"0962";"SP";7
"2018-07-18";"MAG";"2410";"SP";8
"2018-07-18";"MAG";"----";"SP";9
"2018-07-18";"MAG";"2877";"SP";10
"2018-07-18";"MAG";"7500";"SP";11
"2018-07-18";"MAG";"5753";"SP";12
"2018-07-18";"MAG";"----";"SP";13
"2018-07-18";"MAG";"7606";"CONS";1
"2018-07-18";"MAG";"5098";"CONS";2
"2018-07-18";"MAG";"3286";"CONS";3
"2018-07-18";"MAG";"3711";"CONS";4
"2018-07-18";"MAG";"5807";"CONS";5
"2018-07-18";"MAG";"7690";"CONS";6
"2018-07-18";"MAG";"9571";"CONS";7
"2018-07-18";"MAG";"3086";"CONS";8
"2018-07-18";"MAG";"7252";"CONS";9
"2018-07-18";"MAG";"0694";"CONS";10
"2018-07-18";"ST";"7708";"FST";1
"2018-07-18";"ST";"7660";"SCD";2
"2018-07-18";"ST";"8040";"TRD";3
"2018-07-18";"ST";"----";"SP";1
"2018-07-18";"ST";"2488";"SP";2
"2018-07-18";"ST";"8100";"SP";3
"2018-07-18";"ST";"----";"SP";4
"2018-07-18";"ST";"4780";"SP";5
"2018-07-18";"ST";"6872";"SP";6
"2018-07-18";"ST";"6173";"SP";7
"2018-07-18";"ST";"4943";"SP";8
"2018-07-18";"ST";"----";"SP";9
"2018-07-18";"ST";"8470";"SP";10
"2018-07-18";"ST";"6165";"SP";11
"2018-07-18";"ST";"1941";"SP";12
"2018-07-18";"ST";"6888";"SP";13
"2018-07-18";"ST";"7324";"CONS";1
"2018-07-18";"ST";"1898";"CONS";2
"2018-07-18";"ST";"3802";"CONS";3
"2018-07-18";"ST";"2010";"CONS";4
"2018-07-18";"ST";"4131";"CONS";5
"2018-07-18";"ST";"8820";"CONS";6
"2018-07-18";"ST";"8393";"CONS";7
"2018-07-18";"ST";"1980";"CONS";8
"2018-07-18";"ST";"5926";"CONS";9
"2018-07-18";"ST";"9835";"CONS";10
"2018-07-21";"DMC";"4010";"FST";1
"2018-07-21";"DMC";"6641";"SCD";2
"2018-07-21";"DMC";"8924";"TRD";3
"2018-07-21";"DMC";"8421";"SP";1
"2018-07-21";"DMC";"9883";"SP";2
"2018-07-21";"DMC";"8778";"SP";3
"2018-07-21";"DMC";"8799";"SP";4
"2018-07-21";"DMC";"9309";"SP";5
"2018-07-21";"DMC";"0003";"SP";6
"2018-07-21";"DMC";"2280";"SP";7
"2018-07-21";"DMC";"7389";"SP";8
"2018-07-21";"DMC";"8273";"SP";9
"2018-07-21";"DMC";"9279";"SP";10
"2018-07-21";"DMC";"9178";"CONS";1
"2018-07-21";"DMC";"9862";"CONS";2
"2018-07-21";"DMC";"2409";"CONS";3
"2018-07-21";"DMC";"2265";"CONS";4
"2018-07-21";"DMC";"1025";"CONS";5
"2018-07-21";"DMC";"9174";"CONS";6
"2018-07-21";"DMC";"3566";"CONS";7
"2018-07-21";"DMC";"1544";"CONS";8
"2018-07-21";"DMC";"8617";"CONS";9
"2018-07-21";"DMC";"8263";"CONS";10
"2018-07-21";"MAG";"1756";"FST";1
"2018-07-21";"MAG";"3451";"SCD";2
"2018-07-21";"MAG";"8705";"TRD";3
"2018-07-21";"MAG";"8819";"SP";1
"2018-07-21";"MAG";"9673";"SP";2
"2018-07-21";"MAG";"9192";"SP";3
"2018-07-21";"MAG";"7686";"SP";4
"2018-07-21";"MAG";"----";"SP";5
"2018-07-21";"MAG";"7984";"SP";6
"2018-07-21";"MAG";"----";"SP";7
"2018-07-21";"MAG";"8461";"SP";8
"2018-07-21";"MAG";"2148";"SP";9
"2018-07-21";"MAG";"6798";"SP";10
"2018-07-21";"MAG";"----";"SP";11
"2018-07-21";"MAG";"4071";"SP";12
"2018-07-21";"MAG";"5912";"SP";13
"2018-07-21";"MAG";"2111";"CONS";1
"2018-07-21";"MAG";"8249";"CONS";2
"2018-07-21";"MAG";"6001";"CONS";3
"2018-07-21";"MAG";"0623";"CONS";4
"2018-07-21";"MAG";"0288";"CONS";5
"2018-07-21";"MAG";"2648";"CONS";6
"2018-07-21";"MAG";"6751";"CONS";7
"2018-07-21";"MAG";"8492";"CONS";8
"2018-07-21";"MAG";"4197";"CONS";9
"2018-07-21";"MAG";"1969";"CONS";10
"2018-07-21";"ST";"6493";"FST";1
"2018-07-21";"ST";"9707";"SCD";2
"2018-07-21";"ST";"9268";"TRD";3
"2018-07-21";"ST";"8389";"SP";1
"2018-07-21";"ST";"----";"SP";2
"2018-07-21";"ST";"9743";"SP";3
"2018-07-21";"ST";"4320";"SP";4
"2018-07-21";"ST";"----";"SP";5
"2018-07-21";"ST";"1861";"SP";6
"2018-07-21";"ST";"----";"SP";7
"2018-07-21";"ST";"0828";"SP";8
"2018-07-21";"ST";"4933";"SP";9
"2018-07-21";"ST";"4209";"SP";10
"2018-07-21";"ST";"5405";"SP";11
"2018-07-21";"ST";"7929";"SP";12
"2018-07-21";"ST";"7197";"SP";13
"2018-07-21";"ST";"4106";"CONS";1
"2018-07-21";"ST";"6293";"CONS";2
"2018-07-21";"ST";"0443";"CONS";3
"2018-07-21";"ST";"5295";"CONS";4
"2018-07-21";"ST";"2418";"CONS";5
"2018-07-21";"ST";"0765";"CONS";6
"2018-07-21";"ST";"6106";"CONS";7
"2018-07-21";"ST";"4499";"CONS";8
"2018-07-21";"ST";"4603";"CONS";9
"2018-07-21";"ST";"3858";"CONS";10
"2018-07-22";"DMC";"6136";"FST";1
"2018-07-22";"DMC";"1054";"SCD";2
"2018-07-22";"DMC";"8801";"TRD";3
"2018-07-22";"DMC";"0019";"SP";1
"2018-07-22";"DMC";"0259";"SP";2
"2018-07-22";"DMC";"2909";"SP";3
"2018-07-22";"DMC";"1494";"SP";4
"2018-07-22";"DMC";"2484";"SP";5
"2018-07-22";"DMC";"0690";"SP";6
"2018-07-22";"DMC";"4015";"SP";7
"2018-07-22";"DMC";"4839";"SP";8
"2018-07-22";"DMC";"5727";"SP";9
"2018-07-22";"DMC";"8831";"SP";10
"2018-07-22";"DMC";"0907";"CONS";1
"2018-07-22";"DMC";"7278";"CONS";2
"2018-07-22";"DMC";"4037";"CONS";3
"2018-07-22";"DMC";"1462";"CONS";4
"2018-07-22";"DMC";"5844";"CONS";5
"2018-07-22";"DMC";"8322";"CONS";6
"2018-07-22";"DMC";"4870";"CONS";7
"2018-07-22";"DMC";"4433";"CONS";8
"2018-07-22";"DMC";"8915";"CONS";9
"2018-07-22";"DMC";"7099";"CONS";10
"2018-07-22";"MAG";"9116";"FST";1
"2018-07-22";"MAG";"4495";"SCD";2
"2018-07-22";"MAG";"5531";"TRD";3
"2018-07-22";"MAG";"1597";"SP";1
"2018-07-22";"MAG";"----";"SP";2
"2018-07-22";"MAG";"4323";"SP";3
"2018-07-22";"MAG";"7225";"SP";4
"2018-07-22";"MAG";"6964";"SP";5
"2018-07-22";"MAG";"3989";"SP";6
"2018-07-22";"MAG";"1779";"SP";7
"2018-07-22";"MAG";"4036";"SP";8
"2018-07-22";"MAG";"9726";"SP";9
"2018-07-22";"MAG";"----";"SP";10
"2018-07-22";"MAG";"5545";"SP";11
"2018-07-22";"MAG";"3267";"SP";12
"2018-07-22";"MAG";"----";"SP";13
"2018-07-22";"MAG";"0238";"CONS";1
"2018-07-22";"MAG";"7719";"CONS";2
"2018-07-22";"MAG";"6200";"CONS";3
"2018-07-22";"MAG";"5236";"CONS";4
"2018-07-22";"MAG";"9199";"CONS";5
"2018-07-22";"MAG";"3041";"CONS";6
"2018-07-22";"MAG";"9978";"CONS";7
"2018-07-22";"MAG";"8587";"CONS";8
"2018-07-22";"MAG";"7226";"CONS";9
"2018-07-22";"MAG";"8112";"CONS";10
"2018-07-22";"ST";"5046";"FST";1
"2018-07-22";"ST";"5025";"SCD";2
"2018-07-22";"ST";"8860";"TRD";3
"2018-07-22";"ST";"3199";"SP";1
"2018-07-22";"ST";"6212";"SP";2
"2018-07-22";"ST";"2413";"SP";3
"2018-07-22";"ST";"----";"SP";4
"2018-07-22";"ST";"----";"SP";5
"2018-07-22";"ST";"7570";"SP";6
"2018-07-22";"ST";"4214";"SP";7
"2018-07-22";"ST";"----";"SP";8
"2018-07-22";"ST";"9155";"SP";9
"2018-07-22";"ST";"0978";"SP";10
"2018-07-22";"ST";"2450";"SP";11
